nom,note,photo,lien,prix
APPLE iPhone 13 Pro Max 128 Go Sierra Blue (2021) - Reconditionné - Excellent état,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0019600exe/rw/apple-iphone-13-pro-max-128-go-sierra-blue-2021.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-pro-max-128-go-sierra-blue-2021/f-1440402-rcdapp0019600exe.html?idOffre=2478102216#mpos=0|mp,799€00
APPLE iPhone 13 512 Go Starlight (2021) - Reconditionné - Excellent état,,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0043067exe/rw/apple-iphone-13-512-go-starlight-2021-recondit.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-512-go-starlight-2021-recondit/f-1440402-rcdapp0043067exe.html?idOffre=2638481648#mpos=0|mp,669€98
APPLE iPhone 13 Pro 128 Go Vert Alpin - Reconditionné - Excellent état,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0034333exe/rw/apple-iphone-13-pro-128-go-vert-alpin-reconditio.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-pro-128-go-vert-alpin-reconditio/f-1440402-rcdapp0034333exe.html?idOffre=2735961804#mpos=0|mp,705€99
APPLE iPhone 13 Pro Max 256 Go Graphite (2021) - Reconditionné - Excellent état,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0020877exe/rw/apple-iphone-13-pro-max-256-go-graphite-2021-r.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-pro-max-256-go-graphite-2021-r/f-1440402-rcdapp0020877exe.html?idOffre=2478101998#mpos=0|mp,869€00
APPLE iPhone 13 512 Go Midnight (2021) - Reconditionné - Excellent état,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0042795exe/rw/apple-iphone-13-512-go-midnight-2021-reconditi.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-512-go-midnight-2021-reconditi/f-1440402-rcdapp0042795exe.html?idOffre=2667630121#mpos=0|mp,664€98
APPLE iPhone 13 Pro Max 128 Go Sierra Blue (2021) - Reconditionné - Etat correct,Score global : 4 étoiles sur 5,https://www.cdiscount.com/pdt2/0/e/c/1/300x300/rcdapp0019600ec/rw/apple-iphone-13-pro-max-128-go-sierra-blue-2021.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-pro-max-128-go-sierra-blue-2021/f-1440402-rcdapp0019600ec.html?idOffre=2381262504#mpos=0|mp,699€00
APPLE iPhone 13 512 Go Rouge (2021) - Reconditionné - Excellent état,,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0045609exe/rw/apple-iphone-13-512-go-rouge-2021-reconditionn.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-512-go-rouge-2021-reconditionn/f-1440402-rcdapp0045609exe.html?idOffre=2228666426#mpos=0|mp,707€90
APPLE iPhone 13 Pro 128 Go Sierra Blue (2021) - Reconditionné - Etat correct,,https://www.cdiscount.com/pdt2/6/e/c/1/300x300/rcdapp0050236ec/rw/apple-iphone-13-pro-128-go-sierra-blue-2021-re.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-pro-128-go-sierra-blue-2021-re/f-1440402-rcdapp0050236ec.html?idOffre=2516429139#mpos=0|mp,637€00
APPLE iPhone 13 256GB Blue- sans kit piéton,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/7/1/9/1/300x300/app0194252709719/rw/apple-iphone-13-256gb-blue-sans-kit-pieton.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-256gb-blue-sans-kit-pieton/f-1440402-app0194252709719.html#mpos=0|cd,829€00
APPLE iPhone 13 128 Go Pink (2021) - Reconditionné - Très bon état,Score global : 4 étoiles sur 5,https://www.cdiscount.com/pdt2/t/b/e/1/300x300/rcdapp0034630tbe/rw/apple-iphone-13-128-go-pink-2021-reconditionne.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-pink-2021-reconditionne/f-1440402-rcdapp0034630tbe.html?idOffre=2402153744#mpos=0|mp,549€00
